"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"1529","Carp Fishing Simulator","Apr 28, 2015","$12.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dangerous Derk Interactive","Dangerous Derk Interactive"
"1535","Netsoccer","Jun 6, 2009","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Giovanni Marin, Johannes Eski, Vinicius Marchesini, André Costa","Giovanni Marin"
"1537","Adventure Climb VR","Apr 16, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MXTreality","MXTreality"
"1539","VRMultigames","Jul 25, 2016","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Mad Triangles","Mad Triangles"
"17","Knockout League - Arcade VR Boxing","Feb 13, 2018","$19.99","N/A (N/A/84%)","0 .. 20,000","00:00 (00:00)","Grab Games","Grab Games"
"24","VIDEOBALL","Jul 12, 2016","$9.99","N/A (N/A/82%)","0 .. 20,000","00:00 (00:00)","Action Button Entertainment, LLC","Iron Galaxy"
"35","Bowl Bound College Football","Sep 3, 2015","$19.99","N/A (N/A/80%)","0 .. 20,000","00:00 (00:00)","Grey Dog Software","Viva Meda"
"46","Cross Racing Championship Extreme","Sep 18, 2018","$14.99","N/A (N/A/77%)","0 .. 20,000","00:00 (00:00)","Invictus Games Ltd.","Invictus Games Ltd."
"55","Mutant Football League","Oct 31, 2017","$14.99","N/A (N/A/74%)","0 .. 20,000","00:00 (00:00)","Digital Dreams Entertainment LLC","Digital Dreams Entertainment LLC"
"56","RUSH","Jul 13, 2018","$19.99","N/A (N/A/73%)","0 .. 20,000","00:00 (00:00)","The Binary Mill","The Binary Mill"
"68","Super Inefficient Golf","Mar 15, 2018","$4.99","N/A (N/A/69%)","0 .. 20,000","00:00 (00:00)","34BigThings srl","34BigThings srl"
"70","Basketball Pro Management 2015","Nov 19, 2014","$9.99","N/A (N/A/69%)","0 .. 20,000","00:00 (00:00)","Umix Studios, Cyanide Studio","Bigben Interactive"
"71","Trailblazers","May 8, 2018","$29.99","N/A (N/A/69%)","0 .. 20,000","00:00 (00:00)","Supergonk","Rising Star Games"
"74","Pure Pool","Jul 31, 2014","$9.99","N/A (N/A/68%)","0 .. 20,000","00:00 (00:00)","VooFoo Studios","Ripstone"
"79","Antigraviator","Jun 6, 2018","$19.99","N/A (N/A/65%)","0 .. 20,000","00:00 (00:00)","Cybernetic Walrus","Iceberg Interactive"
"81","Franchise Hockey Manager 3","Oct 31, 2016","$19.99","N/A (N/A/64%)","0 .. 20,000","00:00 (00:00)","Out of the Park Developments","Out of the Park Developments"
"83","Xenon Racer","Mar 26, 2019","$7.49","N/A (N/A/64%)","0 .. 20,000","00:00 (00:00)","3DClouds","SOEDESCO Publishing"
"84","SpiritSphere DX","Jan 23, 2017","$9.99","N/A (N/A/64%)","0 .. 20,000","00:00 (00:00)","Eendhoorn Games","Eendhoorn Games"
"86","Football Drama","Sep 18, 2019","$7.79","N/A (N/A/63%)","0 .. 20,000","00:00 (00:00)","Open Lab Games & Demigiant","Open Lab Games"
"87","GUTS","Nov 14, 2017","$9.99","N/A (N/A/63%)","0 .. 20,000","00:00 (00:00)","Flux Game Studio","Libredia Entertainment"
"88","Gravel","Feb 27, 2018","$39.99","N/A (N/A/62%)","0 .. 20,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"89","Chess 2: The Sequel","Aug 19, 2014","$5.99","N/A (N/A/62%)","0 .. 20,000","00:00 (00:00)","Ludeme Games, Sirlin Games","Ludeme Games"
"93","Dakar 18","Sep 25, 2018","$29.99","N/A (N/A/59%)","0 .. 20,000","00:00 (00:00)","Bigmoon Entertainment","Bigmoon Entertainment, Deep Silver"
"95","Pacer","May 31, 2017","N/A","N/A (N/A/58%)","0 .. 20,000","00:00 (00:00)","R8 Games Ltd","R8 Games Ltd"
"96","Behold the Kickmen","Jul 20, 2017","$3.99","N/A (N/A/58%)","0 .. 20,000","00:00 (00:00)","Size Five Games","Size Five Games"
"98","Vancouver 2010 - The Official Video Game of the Olympic Winter Games","Feb 18, 2010","N/A","N/A (N/A/57%)","0 .. 20,000","00:00 (00:00)","Eurocom","SEGA"
"103","Snow Moto Racing Freedom","Apr 11, 2017","$12.99","N/A (N/A/50%)","0 .. 20,000","00:00 (00:00)","Zordix AB","Zordix AB"
"104","Bush Hockey League","Mar 28, 2017","$11.99","N/A (N/A/48%)","0 .. 20,000","00:00 (00:00)","V7 Entertainment Inc.","V7 Entertainment Inc."
"113","Tennis Elbow 2013","Mar 13, 2015","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mana Games","Mana Games"
"114","Infinite Air with Mark McMorris","Oct 24, 2016","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HB Studios","Maximum Games"
"116","Killer Queen Black","Oct 11, 2019","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Liquid Bit, LLC, BumbleBear Games","Liquid Bit, LLC"
"117","Jetman Go","Sep 29, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Linkflag Studio","Linkflag Studio"
"118","RC Simulation 2.0","Jul 16, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","devotid","devotid Media"
"119","Golf Galore","Jul 12, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TuneTheDev","TuneTheDev"
"121","AccuRC 2","Jul 12, 2017","$49.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","trasnatech","trasnatech"
"122","Axis Football 2018","Sep 14, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Axis Games","Axis Games"
"123","#SelfieTennis","Apr 1, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VRUnicorns","Bandello"
"124","Rebons","Sep 22, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Star Legion","Star Legion"
"125","MX Nitro","Feb 13, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Saber Interactive","Miniclip SA"
"126","Lupinball","Aug 17, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Craftven","Craftven"
"130","Space Ribbon - Slipstream to the Extreme","Jan 4, 2019","$0.51","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Onteca Ltd","Applaud Productions, Onteca Ltd"
"132","Dubstep Abasralsa","May 30, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dayn","Narko Games"
"133","Fire in the Goal ""轰个球""","Oct 26, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wild Planet Studio","Wild Planet Studio"
"134","Cricket Captain 2014","Aug 8, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Childish Things","KISS ltd"
"135","Casual Penalty","May 16, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CasGames","CasGames"
"137","GI Racing 2.0","Jul 22, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TGI Game Studio","The Game Institute"
"138","Autumn Park Mini Golf","Sep 16, 2016","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Serious Tangents","Serious Tangents"
"139","RADtv","Aug 2, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ruffian Games","Ruffian Games"
"140","Horse Riding Deluxe","Jan 29, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Loot Inside","Loot Inside"
"141","Fat Prisoner Simulator 2","Jun 12, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kiddy","Kiddy"
"142","DUO","Jul 7, 2016","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NiVision","NiVision"
"143","Moonshot Galaxy","Aug 24, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Liftoff Labs","Big Fish Games"
"144","CARRUMBLE","Nov 6, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","3DClouds","3DClouds"
"145","Smoots World Cup Tennis","Jun 1, 2016","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kaneda Games","Plug In Digital"
"146","My Riding Stables: Your Horse world","Mar 28, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Radon Labs GmbH","familyplay"
"147","Mad Snowboarding","Sep 8, 2015","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Denis Lapiner","Denis Lapiner"
"148","DownStream: VR Whitewater Kayaking","Aug 28, 2019","$16.24","N/A (N/A)","0 .. 20,000","00:00 (00:00)","JumpStick","JumpStick"
"149","THE E BALL","Aug 31, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","URUS GAMES","URUS GAMES"
"150","Dare Course","Jul 29, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Arcane Bay Labs","Arcane Bay Labs"
"151","King Of Dirt","Feb 28, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WildLabs","WildLabs"
"153","Robot City Stadium","Dec 21, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Virtual Vengeance","Virtual Vengeance"
"154","Stunt Hill","Mar 25, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CasGames","CasGames"
"155","Ski Jump VR","Jun 8, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pixel Perfect Dude","Pixel Perfect Dude"
"156","Lethal Lawns: Competitive Mowing Bloodsport","Mar 30, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","dimeStudios, kaijuStomp","dimeStudios, kaijuStomp"
"157","Gumball Drift","Apr 4, 2016","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ghost Machine","Ghost Machine"
"158","Uphill Skiing","Jun 30, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Happy Hobgoblin","Happy Hobgoblin"
"159","Cute Girls VR","Sep 22, 2018","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tomimar","Tomimar"
"160","Super Chicken Catchers","Apr 18, 2019","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","White Smoke Games","White Smoke Games"
"161","Soccer Legends","Aug 5, 2015","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","",""
"162","Maxi Pool Masters VR","Apr 11, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gamesandapps","Gamesandapps"
"163","3D Paraglider","Aug 3, 2015","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","khos85","khos85"
"164","Inn: the Countryside","Aug 13, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fury Games Production","Fury Games Production"
"165","Rebound VR","Sep 13, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rotech Digital Ltd","Rotech Digital Ltd"
"166","Multirotor Sim 2","Nov 15, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vadim Silvestrov","Vadim Silvestrov"
"167","JoustMania","Jun 11, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aaron Angert","Aaron Angert"
"168","Armed and Gelatinous","Mar 1, 2016","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Three Flip Studios","Three Flip Studios"
"169","Drift Stunt Racing 2019","Sep 26, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","JDRumble","JDRumble"
"170","Baseball Mogul 2018","Apr 24, 2018","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sports Mogul, Inc.","Sports Mogul, Inc."
"171","Police Air Transporter","Jul 5, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fury Games Production","Fury Games Production"
"172","Squash Kings VR","Mar 12, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Appnori Inc.","Appnori Inc."
"173","Bocce VR","Jun 19, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gamesandapps","Gamesandapps"
"174","2D Paintball","May 1, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","2Dio","2Dio"
"175","Sea Battle VR","Nov 24, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","视趣互动（天津）科技有限公司","视趣互动（天津）科技有限公司"
"176","MinigolfPark VR","Mar 29, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HappyFields","HappyFields"
"177","Tonetaker VR","Sep 18, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Daniel Rychlý, Milan Matonok","Milan Matonok"
"178","Match Connect Challenge","May 11, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Match Connect Challenge","Match Connect Challenge"
"179","Ultimate Poker","Aug 14, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Penultimate Software","Penultimate Software"
"180","Hopscotch","Oct 5, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dextrit","Dextrit"
"181","Business Tycoon Billionaire","Jul 5, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Business Tycoon","Business Tycoon"
"182","Rally Drift Cars","Sep 18, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Polantronic, Polantronic","Polantronic"
"183","Angelo Skate Away","Jan 26, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TeamTO Games","Plug In Digital"
"184","Pentaball","Sep 6, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marco S Hampel, Matthew Reeves, Shivvan Kajaria, William Lu","Firez Studios"
"185","挑战立方VR(Challenge Cube VR)","Apr 24, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","光域网络","光域网络"
"186","Monster Minis Extreme Off-Road","Aug 11, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mindwedge","Mindwedge"
"187","Run Dant Run","Nov 7, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Freshtrax","Freshtrax"
"188","Mini Golf Buddies","Dec 18, 2018","$2.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Obumo Games","Obumo Games"
"189","AOS Manager","Jul 14, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GASF Studio","GASF Studio"
"190","Crazy Bowling","Apr 2, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Coremedia,inc.","Coremedia,inc."
"191","Brawlderdash","Sep 14, 2016","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","tso","tso"
"192","Sensible Blood Rugby Sevens","Sep 10, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ben Chauveau, Mathis Bernier","Ben Chauveau"
"193","Trinity.Town: Monastery | Martial Arts and Meditation","Apr 6, 2019","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mike's Cloud GmbH","Trinity.Town GmbH"
"194","3D Pinball Hentai","Jan 20, 2019","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tero Lunkka, BlackThug, @asto_vids","Tero Lunkka"
"195","HappyFishing","Sep 18, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LydGameStudio","LydGameStudio"
"196","HUNTING SIMULATOR VR","Dec 14, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RIVERSIDE SPORTS","RIVERSIDE SPORTS"
"197","Future Aero Racing S Ultra","Feb 21, 2019","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NURENDSOFT: Jordi Ramon Games","Jorge Ramon Puig"
"198","HeadON!","Mar 30, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZREALITY GmbH","ZREALITY GmbH"
"199","HOT GIRLS VR","Oct 26, 2018","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","tomimar","tomimar"
"200","Just Drift It !","Sep 28, 2019","$1.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vencious Games","Vencious Games"
"201","VR Hockey League","Sep 25, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MadskillzVR","MadskillzVR"
"202","Heavy Impact","Dec 20, 2016","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio Captivate","Studio Captivate"
"203","LUXO Buddies","Aug 11, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Myarcadegames Studios","Myarcadegames Studios"
"204","Star Balls","Aug 18, 2015","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bolder Games","Bolder Games"
"205","SkydiVeR","Feb 28, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KR Games","Star Consult S.r.l."
"206","Golf Pro VR","Sep 19, 2016","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marklar","Marklar"
"207","Nightcrawler VR Bowling","Jun 15, 2017","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nadya Primak","Nadya Primak"
"208","Goalkeeper Legend","Aug 17, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VDimension","VDimension"
"209","VeeR Pong","May 29, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ian Slattery","Ian Slattery"
"210","Gull Kebap VR","Jun 13, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","wosabi","wosabi"
"211","Sarah, you are way too heavy","May 21, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AnYouGame Studio","AnYouGame Studio"
"212","World Circuit Boxing","Jan 5, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","J3I Games","J3I Games"
"213","Smoots Tennis Survival Zombie","Dec 20, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kaneda Games","Plug In Digital"
"214","Bolf","Nov 19, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SimTenero","SimTenero"
"215","TRIPLE TWENTY - VR Darts","Oct 9, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ammonite Design Studios Ltd","Ammonite Design Studios Ltd"
"216","A Sound Plan","Apr 30, 2019","$2.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio Kumiho","Studio Kumiho"
"217","Aviators","Jan 19, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eclipse Studios","501 Industries"
"218","Hurricane chase(飓风追击)","Jul 24, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","2AM(熬夜工作室)","2AM(熬夜工作室)"
"219","KENDO","Oct 11, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VSTECHNOLOGIES","VSTECHNOLOGIES"
"220","Pac Adventures 3D","Jul 20, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ThankGame.com","ThankGame.com"
"221","HOCKEY SPACE","Jul 20, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","tjern","tjern"
"222","VR瓦割り / VR roof tile","Oct 22, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","次世代ゲーム研究所","次世代ゲーム研究所"
"223","RockaBowling VR","May 10, 2019","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Reflux Interactive","Reflux Interactive"
"224","GGANG!","Feb 9, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HomerunBall","HomerunBall"
"225","Croquet Pro","Nov 15, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Falling Ninja Productions","Top Secret Studios LLC"
"236","Holodance","Apr 5, 2016","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","narayana games UG","narayana games UG"
"237","Sword Master VR","Sep 23, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Master Indie","Master Indie"
"238","Foosball - Street Edition","Apr 16, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yuisy, Exkee","Yuisy"
"239","BasketBelle","Dec 9, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio Bean","Studio Bean"
"243","Football Manager 2020 Touch","Nov 18, 2019","$29.99","N/A (N/A)","0 .. 20,000","02:08 (00:42)","Sports Interactive","SEGA"
"244","Foosball: World Tour","Dec 11, 2015","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Grip Games, 3Division","Grip Games"
"247","Gridiron Solitaire","Jan 21, 2014","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bill and Eli Productions","Bill and Eli Productions"
"248","Tee Time Golf","Aug 31, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Barkers Crest Studio LLC","Barkers Crest Studio LLC"
"250","ZiL Truck RallyCross","Apr 6, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ara Interactive","Ara Interactive"
"251","BIG POGO MAN","Jun 25, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WooJuDev","WooJuDev"
"252","Motorbike","Jan 19, 2015","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","baKno Games","baKno Games"
"253","gRally","May 21, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ghiboz","ghiboz"
"254","The Fastest Fist","Oct 30, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Beijing Skyline Interaction Technology Co., Ltd.","Beijing Skyline Interaction Technology Co., Ltd."
"255","Equalizer","Aug 11, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sergey Shushunov","Sergey Shushunov"
"256","Deep Diving Simulator","May 27, 2019","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jujubee S.A.","Jujubee S.A."
"257","TREBUCHET","Jul 30, 2015","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","iconical Ltd.","iconical Ltd."
"258","Desire Gambling House/欲望赌馆","Sep 11, 2019","$0.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Air Balloon","Air Balloon"
"259","G-Ball","May 28, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Genee Network","Genee Network"
"260","CrazyCar","Jul 27, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Apillo","Apillo"
"261","Laser Lasso BALL","Feb 13, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RagTagRadical","RagTagRadical LLC"
"262","World War Party: Game Of Trump","Nov 4, 2017","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","bad monkee","bad monkee"
"263","3D Arcade Fishing","Dec 20, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","bumblebee","familyplay"
"264","Pro Basketball Manager 2017","Jan 19, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Umix Studios, Cyanide Studio","Bigben Interactive"
"266","Beer Pong League","Nov 30, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Polyverse Studio","Polyverse Studio"
"267","SRC: Sprint Robot Championship","Feb 1, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RageQuit Studios","RageQuit Studios"
"268","Header Goal VR: Being Axel Rix","Aug 16, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Codemodeon","Codemodeon"
"269","Beer and Skittls VR","Mar 29, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Black Poodle Entertainment","Black Poodle Entertainment"
"271","Martial Arts: Capoeira","Jun 12, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Twelve Games","Libredia"
"272","XBall Champion","Feb 12, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sky Coder","Sky Coder"
"273","Kunlun Fight","Dec 16, 2016","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Skyline Games","Skyline Games"
"274","Super Pixel Smash","Jan 25, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rank17","Rank17"
"275","PingBall VR","Apr 12, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Immersive Artz","Immersive Artz"
"276","Screamer 2","Sep 15, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Graffiti","Interplay"
"278","Jellyfish the Ghost","May 1, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Randell Lynch","meokigame"
"279","Beach Bowling Dream VR","Jan 13, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lucid Dreams VR, LLC","Lucid Dreams VR, LLC"
"280","CHIKARA: AAW Wrestle Factory","Sep 27, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VICO Game Studio","Reverb Triple XP"
"281","Beach Ball Valley","Apr 5, 2016","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Paul Eckhardt",""
"282","Draft Day Sports: College Basketball 2018","Mar 13, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolverine Studios","Wolverine Studios"
"283","#SkiJump","Jun 28, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VRUnicorns","Bandello"
"284","Cannon Arena","Jun 11, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","1Monkey2Brains","1Monkey2Brains"
"285","MarineVerse Cup - Yacht Racing","Aug 21, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MarineVerse","MarineVerse"
"295","HYPERCHARGE: Unboxed","Jun 21, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Digital Cybercherries","Digital Cybercherries"
"297","Super Indie Karts","May 6, 2015","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","One Legged Seagull","One Legged Seagull"
"300","Beneath The Surface","Nov 13, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","carla51","carla51"
"301","Trackmania² Lagoon","May 23, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nadeo","Ubisoft"
"302","Fat Prisoner Simulator","Mar 12, 2019","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kiddy","Kiddy"
"303","100ft Robot Golf","Mar 16, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","No Goblin","No Goblin"
"304","Fields of Battle","Sep 1, 2017","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Super X Studios LLC","Super X Studios LLC"
"305","Sky To Fly: Faster Than Wind","Mar 25, 2016","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AIVIK LLC","Absolutist Ltd."
"306","Katana X","Jun 9, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aargle, LLC","Aargle, LLC"
"307","Gym Simulator","Nov 17, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kavkaz Sila Games","Kavkaz Sila Games"
"308","Tennis Elbow Manager 2","Jun 7, 2019","$26.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mana Games","Mana Games"
"309","Franchise Hockey Manager 6","Oct 11, 2019","$39.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Out of the Park Developments","Out of the Park Developments"
