"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"96","A tractor","Aug 15, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Games for May","Games for May"
"97","Divergence: Online","Jan 6, 2016","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stained Glass Llama","None"
"99","Andor - the Cards of Wonder","Sep 26, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Good Game Co.Ltd","Good Game Co.Ltd"
"100","Adventure Land - The Code MMORPG","Jan 28, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kaan Soral","Kaan Soral"
"101","Terrible Beast from the East","Jan 3, 2019","$0.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sleeping Hero","SakuraGame"
"102","Allspace","Oct 18, 2019","$2.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ShilohGames","ShilohGames"
"103","Qbike: Cyberpunk Motorcycles","Jul 28, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GexagonVR","GexagonVR"
"104","eBall","May 20, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Toxic studio","Toxic studio"
"105","Extraction Valley Devils' Curse","Aug 15, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RAM Studios","RAM Studios"
"106","Night City 2177","Feb 23, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alongini","Alongini"
"107","阿达三国志2019 竖版 Three Kingdoms 2019","Nov 29, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","阿达游戏","阿达游戏"
"108","SCHOOL SIMULATOR MULTIPLAYER","Sep 10, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CREATIV GAME DEVELOPER LLC.","CREATIV GAME DEVELOPER LLC."
"109","S.P.I.C.E ARENA","Apr 23, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MaratG2, IanStudio","GD"
"110","EmbodyMe Beta","Mar 22, 2017","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EmbodyMe Inc.","EmbodyMe Inc."
"111","Divergence: Year Zero","Oct 20, 2016","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stained Glass Llama","Stained Glass Llama"
"112","FIREGROUND","Feb 27, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fedorov Ilya & Andrew Konovalov","Fedorov Ilya &amp; Andrew Konovalov"
"113","Somewhere inside","Nov 8, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Funny Games","Funny Games"
"114","Slymes","Nov 25, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WolfTech Games","WolfTech Games"
"115","Armored Squad","Feb 6, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FoxForceGames","FoxForceGames"
"116","Cyber Rage Retribution","Apr 4, 2019","$1.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zulu","Extreme Games"
"117","新巨商","May 31, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","渺云星","渺云星"
"118","Micro Car Crash Online Le Go!","Sep 30, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Smartmove","Smartmove"
"119","Space Quiz","Oct 27, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Little Smart Planet","Little Smart Planet"
"120","Infernum","Nov 15, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Altope Interactive","Altope Interactive"
"121","Double Head Shark Attack","Oct 18, 2018","$49.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BigCode Games Pvt Ltd","BigCode Games Pvt Ltd"
"139","Deployment","Apr 10, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Whale Rock Games","Whale Rock Games"
"145","Plastic soldiers","Nov 16, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creative Black Chair","Creative Black Chair"
"148","Colonies Online","May 1, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Iron Bit","Iron Bit"
"152","Bullet Roulette VR","Sep 11, 2019","$4.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fibrum Limited","Fibrum Limited"
"153","George VS Bonny PP Wars","Jul 27, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Winter Bloom","Asterion Games"
"154","Don't Stand Out","May 31, 2018","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tantum Games","Tantum Games"
"155","CRYEP","Sep 14, 2018","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","IMLBE, Dnovel","IMLBE"
"157","Dropship Down","Jul 21, 2016","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fast Forward Games","Fast Forward Games"
"159","Special Warfare","Aug 29, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","battle fire studio","battle fire studio"
"160","Forex Trading Master: Simulator","Dec 10, 2018","$1.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Linkflag","Linkflag"
"161","Struggle For Survival VR : Battle Royale","Apr 24, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Neuron Studio","Top Power"
"162","War in Pocket","Sep 26, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Comag Game","Comag Game"
"163","Viking Age: Odin's Warrior","Dec 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Old Norse Game Studios","Old Norse Game Studios"
"164","VR Triber","Oct 26, 2017","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VR Triber","VR Triber"
"165","World of Zombies","Jan 25, 2019","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RESPECT TEAM STUDIO","RESPECT TEAM"
"166","Robots.io","Sep 13, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Super Games Studio","Super Games Studio"
"167","Smash team","Feb 5, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kedexa","Kedexa"
"168","玄尘仙途","Oct 28, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","玄尘科技","玄尘科技"
"169","The Searcher Wild West Adventure","Jul 12, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nikita ""Ghost_RUS""","Ghost_RUS Games"
"170","Mafia is Alive","Oct 5, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZO Studio Games","ZO Studio Games"
"171","All For One","Jan 1, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ALU Interactive","ALU Interactive"
"172","Haramatia","Mar 27, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Salavat Kasimov","Sevite byte studio"
"186","STORM AREA 51: AYY LMAO EDITION","Sep 19, 2019","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Agafonoff","Agafonoff"
"190","Outscape","Oct 22, 2019","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","IDA Games","IDA Games"
"197","Race for Tuning","Apr 19, 2019","$2.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","A. Strazhev","A. Strazhev"
"198","Black Desert Online - Explorer's Package","Mar 3, 2016","$40","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pearl Abyss","Kakao Games Europe B.V."
"201","Minimon","Mar 25, 2015","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lunar Labs","Lunar Labs"
"202","Action Entities","Apr 12, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","+R+","+R+"
"203","Break_In","Apr 29, 2015","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Craig Gibbs","Craig Gibbs"
"204","Hypatia","Aug 29, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TimefireVR LLC","TimefireVR LLC"
"206","Reign of Darkness","Nov 20, 2019","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Unorthodox Studio","Unorthodox Studio"
"207","War Online: Pacific","Jan 17, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HiTech Creations Inc.","HiTech Creations Inc."
"208","Assault Corps 2","Jul 15, 2015","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AOS GAME","AOS GAME"
"209","雪策边境","Mar 21, 2019","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","重庆聚心动科技有限责任公司","重庆聚心动科技有限责任公司"
"210","Dogfight Elite","Jun 11, 2016","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Echoboom S.L.","Echoboom S.L."
"211","戰靈天使","Jul 31, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alphagame","Alphagame"
"212","Kingdoms Of Marazia","Aug 6, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fire Dragon Studios","Fire Dragon Studios"
"213","Full-On Paintball","Mar 12, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gamepainters","Gamepainters"
"214","Casinopia: The Blackjack","Oct 11, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","oneIMMERS","YJM GAMES"
"216","Pixel Royale","Nov 6, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Antonio Renna","Antonio Renna"
"217","Power War:The First Men","Mar 22, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Andrea Mancuso, Graziano Ferraro","Ferman Studio"
"218","Magicae Mundi","Oct 17, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","","Renan Sylvestre Games"
"219","Easy Shooter","Oct 4, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Funny Games","Funny Games"
"220","The Risen Dead VR","Jul 26, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Maniamind Co.,Ltd","Maniamind Co.,Ltd"
"221","Couch Storm: Battle Royale","Jun 13, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Olivier Grosset-Janin","Groliver7 Studios"
"239","Xsyon - Prelude","Dec 29, 2014","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Notorious Games","Notorious Games"
"243","Animal Fight Club","Apr 19, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:24 (00:12)","Marco Amadei","Corvostudio di Amadei Marco"
"245","Steamcraft","Apr 25, 2019","$3.89","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Last Level, SOFF Games","Last Level"
"247","Lif","Jan 21, 2016","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Imigea Ltd","Gamevial"
"251","Drone Strike Force","Aug 16, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Odisi Games, Nimble Giant Entertainment, Globant","Odisi Games"
"252","Secondhand Lands","Dec 1, 2017","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Callipygian Games, LLC","Callipygian Games, LLC"
"256","Guild Wars Trilogy","Apr 22, 2009","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ArenaNet®","NCsoft"
"257","Paintball 707","Nov 30, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lotte|EoD","Agger Interactive"
"258","Block King","Feb 10, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chris_Antoni","Chris_Antoni"
"260","小游戏世界(中国版)","Jul 26, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Allosaurus","Allosaurus"
"262","Grunt1914","Nov 8, 2019","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aligned Games","Aligned Games"
"264","Kickoff Legends","Dec 21, 2016","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","StudioQi","StudioQi"
"266","The Region","Mar 1, 2019","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Black Snake Games","Black Snake Games"
"268","Recursive Pain","Nov 16, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alex Varvoid","Alex Varvoid"
"270","Light Hunters: Battalion of Darkness","Nov 14, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sergio Matsumoto, Manon 'Stripes' Potier","DTDA Games"
"271","Techwars Deathmatch","Apr 17, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Argus Games","Argus Games"
"273","I will eat you","Nov 4, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GSE","GSE"
"275","War of Castle VR","Mar 13, 2017","$15.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","lemonvr","lemonvr"
"277","Beyond The Destiny","Apr 11, 2016","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BTD Team","BTD Team"
"278","Stigfinnare","Oct 15, 2019","$3.64","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VityaSchel","UTID"
"280","The Tavern of Magic","Sep 7, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gnamics Ltd.","Gnamics Ltd."
"282","Batch 17","Jan 27, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Baffled Games","Baffled Games"
"284","Space Universe","Jun 15, 2016","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Universe","Universe"
"286","FeArea: Battle Royale","Nov 21, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MUVGAMES","MUVGAMES"
"288","Islet Online","Feb 12, 2019","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Morenori Soft","Morenori Soft"
"289","Infinity: Battlescape","Sep 26, 2019","$34.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","I-Novae Studios, LLC","I-Novae Studios, LLC"
"292","ShotKill","Dec 20, 2018","$8.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","StudioFriends","StudioFriends"
"293","Boundel: The Second Era","Nov 14, 2016","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eren Aydin","Eren Aydin"
"294","Sunrise: survival","Aug 3, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fedorov Ilya & Andrew Konovalov","Fedorov Ilya & Andrew Konovalov"
"303","Forgotten Lore","Aug 26, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Coty Getzelman","Coty Getzelman"
"304","Dark Forester","Jul 27, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Morozov Sergey","Morozov Sergey"
"305","Voice of Pripyat","Nov 19, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Slav Pankratov","Slav Pankratov"
"306","Black Desert Online - Traveler's Package","May 24, 2017","$20","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pearl Abyss","Kakao Games Europe B.V."
"308","EXCHANGE","Oct 12, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Self Destruction Games","threeW"
"309","WarBirds - World War II Combat Aviation","May 5, 2015","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","iEntertainment Network Inc","iEntertainment Network Inc"
"310","CARRUMBLE","Nov 6, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","3DClouds","3DClouds"
"311","SKULL FEAST","Sep 13, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","smakarov3","smakarov3"
"312","BatMUD","Apr 14, 1990","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Antti A. Luostarinen, Emil Nilimaa, Niklas Lindroos, Matti A. Virtanen, Riku-Ville Mäkelä, Lauri Holmas","Balanced Alternative Techniques ry"
"313","Falling Bullets","Feb 25, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mike Trebson","Mike Trebson"
"314","Cute Girls 可爱的女孩","Oct 21, 2018","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dance studio mix","Dance studio mix"
"315","City of Ages: Picture Supportive Text MUD (server and client included)","Oct 13, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Darren N Lory","Formsmatter"
"316","Chicken Wars","Jul 11, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sokolov Yaroslav Vladimirovich","Sokolov Yaroslav Vladimirovich"
"318","Gurugedara","Sep 27, 2017","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Osmium","Osmium"
"319","Blackjack of Strip","Nov 8, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lucky Games, S'Games","Lucky Games"
"320","Spaceship Commander","May 23, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sokolov Yaroslav Vladimirovich","Sokolov Yaroslav Vladimirovich"
"321","Deathlands","Nov 24, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Frost Studios","Frost Studios"
"323","Requiem","Jun 21, 2019","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Netlex Studio","Netlex Studio"
"324","Zombie Town : Online","Jun 4, 2018","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Moonster Studio","Moonster Studio"
"333","War Brokers","Apr 18, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Trebuchet Entertainment LLC","Trebuchet Entertainment LLC"
"334","Park Bound","Nov 30, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bambastic Games","Bambastic Games"
"335","Azusa RP Online","Jan 30, 2019","$6.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Inutaishos","Inutaishos"
"337","Lost Region","Aug 15, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Farom Studio","Farom Studio"
"338","Laplace：拉普拉斯的神子","Oct 2, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd."
"342","Win That War!","Apr 7, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Insane Unity, Bidaj","Bidaj"
"343","Mirror Stage","Aug 6, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MGstudio","MGstudio"
"344","Horse Paradise - My Dream Ranch","Dec 15, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Foxie Games","App Business Ventures LLC"
"345","Super Jet Juck","Nov 17, 2018","$4.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dnovel","Dnovel"
"346","Castle Wars VR","May 9, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Arrible","Arrible"
"347","M4 Tank Brigade","Mar 26, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","iEntertainment Network Inc","iEntertainment Network Inc"
"348","GUNS BATTLE ROYALE","May 11, 2018","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CREATIV GAME DEVELOPER LLC.","CREATIV GAME DEVELOPER LLC."
"349","Auto Battle Royale","Nov 13, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ByKing","ByKing"
"350","Golf Defied","Jul 18, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Avelog","Avelog"
"351","Aussie Battler Tanks","Apr 6, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LOVATTO STUDIO, SCOTIA 3D, CHOBI GLASS","AUSSIE BATTLER GAMES"
"352","Undoing","Jan 31, 2019","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Minibeast LLC","Minibeast LLC"
"353","沙巴克传奇","Sep 29, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZLXGAME","ZLXGAME"
"354","CONTASION 2","Nov 29, 2015","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alex Woodcock","Alex Woodcock"
"355","Su Hack","Nov 2, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eric L.","EL TECH"
"356","Legend of Long Night","Apr 17, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Joyo Games","Joyo Games"
"357","约会世界~The dating world","Jan 8, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","贪婪龙","贪婪龙"
"358","Block Robot Mini Survival Game","Jul 7, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Theodor Niklas","Theodor Niklas"
"376","OMON Simulator","Oct 18, 2019","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ukrainian Bears, Hideo Milos","United Nations, Putin The Best"
"387","东方大战争 ~ Touhou Big Big Battle","Sep 10, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MyACG Studio","MyACG Studio"
"399","The Fisherman - Fishing Planet","Oct 17, 2019","$33.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fishing Planet LLC","Bigben Interactive"
"400","Nether: The Untold Chapter","May 15, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fredaikis AB","Nether Productions LLC"
"403","Dig 4 Destruction","Aug 14, 2016","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","COLOPL, Inc.","COLOPL, Inc."
"405","HopeLine","Mar 28, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DHH Game","DHH Game"
"406","Illyriad - Grand Strategy MMO","Jan 11, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Illyriad Games","Illyriad Games"
"408","RAMS","Sep 20, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AFY Games","AFY Games"
"409","Underlight","Dec 14, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KoiWare, LLC","KoiWare, LLC"
"410","Dragon Call","Jul 10, 2019","$6.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","organelemonhouse","organelemonhouse"
"411","The Prison Experiment: Battle Royale","Jun 1, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aerolab Studios LTD","Aerolab Studios LTD"
"412","Mystica: The Ninth Society","Mar 6, 2016","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bread Vision Studios LLC.","Bread Vision Studios LLC."
"413","Armadusa","May 24, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WVV Games","WVV Games"
"414","DeathMatch","May 17, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Baser Software","Baser Software"
"415","ExoTanks","Jul 29, 2019","$1.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Digital Universe","Digital Universe"
"416","Sky Hunter","Nov 9, 2017","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Codex7","Codex7"
"418","Dice 1000 online","Oct 17, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alexander Shvab","Alexander Shvab"
"419","Online Circle Pong","Jan 11, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vladimir Alekseev","Vladimir Alekseev"
"420","Attached","Jun 6, 2019","$9.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dracula Games","Dracula Games"
"422","JUST a Game","Oct 23, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bum.art Studio","Bum.art Studio"
"423","Diablo_IslanD 暗黑破坏岛","Sep 26, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Victor Studio","Victor Studio"
"424","Clash of Robots","Nov 9, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Timuz Games","Timuz Games"
"425","God Test","Apr 18, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","God Test","God Test"
"426","Terminus: Survival","Jul 25, 2019","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Artifact Games","Artifact Games"
"427","GIRLS VR UNCENSORED!!!","Sep 28, 2018","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eroticon VR","Eroticon VR"
"428","Brutal Games","Aug 5, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creative Black Chair","Creative Black Chair"
"429","World of War : Battlegrounds","Jul 5, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NK CREATIV TEAM","NK CREATIV TEAM"
"430","Galaxicus","Jun 28, 2019","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Crimson Leaf LLC","Crimson Leaf LLC"
"447","Sailaway - The Sailing Simulator","Feb 27, 2018","$45","N/A (N/A)","0 .. 20,000","02:51 (02:51)","Orbcreation","Orbcreation"
"452","Jidousha Shakai","Apr 28, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CloudWeight Studios","CloudWeight Studios"
"454","Manyland","Dec 7, 2015","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Anyland + Manyland","Matt Roszak"
"458","Capsa","Oct 23, 2017","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","db.works, Vetron","Vetron"
"460","Hentai Killer","Sep 27, 2019","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PlatSTUDIO","PlatSTUDIO, AFBIK Studio"
"463","Mind Maze","Jun 16, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Satur Entertainment","Satur Entertainment"
"464","エルソード (ELSWORD)","Mar 13, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KOG","KOG"
"467","Burst Into","Apr 4, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ARGames","Metal Fox"
"468","Age of Heroes: Conquest","Apr 17, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","5th Planet Games Development ApS","5th Planet Games Development ApS"
"469","TankDestruction","Jul 10, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Joehot200","Joehot200"
"471","盛世传奇","Nov 18, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","盛世传奇","盛世传奇"
"472","RRRR","Nov 28, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dnovel","Dnovel"
"473","moofa","Sep 30, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","aiwra team","aiwra team"
"474","Galaxity","Jan 24, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MAMMOSSIX Co., Ltd.","MAMMOSSIX Co., Ltd."
"475","雪鹰领主","Aug 7, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","QHYOUXI","QHYOUXI"
"476","Quiet Sleep","May 3, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","White tail","White tail"
"477","Deorum Online","Nov 8, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Huto Production","Huto Production"
"478","Kastle Krush","Oct 11, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Neiroanalitika","Neiroanalitika"
"479","Wolf: The Evolution Story","Aug 21, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Foxie Ventures","App Business Ventures LLC"
"480","Star Trek: En Territoire Alien","Oct 7, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GameSamba","Global Genom Corporate"
